CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Results
Data Integration with Microsoft Azure Data Factory,Data Integration with Microsoft Azure Data Factory,Microsoft,136,3.9,Intermediate level,"How to create and manage data pipelines in the cloud 
How to integrate data at scale with Azure Synapse Pipeline and Azure Data Factory
"
Inferential Statistics,Inferential Statistics,University of Amsterdam,579,4.3,,
Applied Text Mining in Python,Applied Text Mining in Python,University of Michigan,3787,4.2,Intermediate level,"Understand how text is handled in Python
Apply basic natural language processing methods
Write code that groups documents by topic
Describe the nltk framework for manipulating text
"
Deep Learning for Computer Vision Specialization,Deep Learning for Computer Vision Specialization,MathWorks,0,0,Beginner level,"Apply the full deep learning workflow to real-world projects like detecting parking signs
Retrain common classification and detection models like ResNet and YOLO
Train and calibrate specialized models known as anomaly detectors
Generate synthetic training images and use AI-assisted auto-labeling to save time and money
"
Experimental Design Basics,Experimental Design Basics,Arizona State University,252,4.7,Intermediate level,"By the end of this course, you will be able to:
Approach complex industrial and business research problems and address them through a rigorous, statistically sound experimental strategy
Use modern software to effectively plan experiments
Analyze the resulting data of an experiment, and communicate the results effectively to decision-makers.
"
Fitting Statistical Models to Data with Python,Fitting Statistical Models to Data with Python,University of Michigan,673,4.4,Intermediate level,"Deepen your understanding of statistical inference techniques by mastering the art of fitting statistical models to data.
Connect research questions with data analysis methods, emphasizing objectives, relationships between variables, and making predictions.
Explore various statistical modeling techniques like linear regression, logistic regression, and Bayesian inference using real data sets.
Work through hands-on case studies in Python with libraries like Statsmodels, Pandas, and Seaborn in the Jupyter Notebook environment.
"
Microsoft Azure Machine Learning,Microsoft Azure Machine Learning,Microsoft,171,4.4,Beginner level,"How to describe capabilities of no-code machine learning with Azure Machine Learning Studio
How to identify core tasks in creating a machine learning solution
How to describe core machine learning concepts
How to identify common machine learning types
"
Text Mining and Analytics,Text Mining and Analytics,University of Illinois at Urbana-Champaign,722,4.5,,
TensorFlow on Google Cloud,TensorFlow on Google Cloud,Google Cloud,2745,4.4,Intermediate level,"Create TensorFlow and Keras machine learning models and describe their key components.
Use the tf.data library to manipulate data and large datasets.
Use the Keras Sequential and Functional APIs for simple and advanced model creation.
Train, deploy, and productionalize ML models at scale with Vertex AI.
"
Introduction to Deep Learning,Introduction to Deep Learning,University of Colorado Boulder,23,3.6,Intermediate level,"Apply different optimization methods while training and explain different behavior.
Use cloud tools and deep learning libraries to implement CNN architecture and train for image classification tasks.
Apply deep learning package to sequential data, build models, train, and tune.
"
Generative AI: Business Transformation and Career Growth,Generative AI: Business Transformation and Career Growth,IBM,25,4.7,Beginner level,"Explain the transformative impact of generative AI on the business and industry landscape. 
Explore potential career opportunities in generative AI.
Analyze how generative AI can enhance existing careers in diverse fields.
Apply generative AI to boost your productivity at work.
"
Exploratory Data Analysis,Exploratory Data Analysis,Johns Hopkins University,6056,4.7,,"Understand analytic graphics and the base plotting system in R
Use advanced graphing systems such as the Lattice system
Make graphical displays of very high dimensional data
Apply cluster analysis techniques to locate patterns in data
"
Modern Regression Analysis in R,Modern Regression Analysis in R,University of Colorado Boulder,24,4.5,Intermediate level,"Articulate some recommended practices for ethical behavior and communication in statistics and data science.
Interpret important components of the MLR model, including the “systematic” and “random” components of the model.
Describe and implement testing-based procedures for model selections and select a “best” model based on a given procedure.
"
Python Essentials for MLOps,Python Essentials for MLOps,Duke University,117,4.2,Intermediate level,"Work with logic in Python, assigning variables and using different data structures.
Write, run and debug tests using Pytest to validate your work.
Interact with APIs and SDKs to build command-line tools and HTTP APIs to solve and automate Machine Learning problems.
"
Bayesian Statistics: Time Series Analysis,Bayesian Statistics: Time Series Analysis,"University of California, Santa Cruz",11,4.5,Intermediate level,"Build models that describe temporal dependencies.
Use R for analysis and forecasting of times series.
Explain stationary time series processes.
"
Data Analysis with Tableau,Data Analysis with Tableau,Tableau Learning Partner,22,4.1,Beginner level,"Apply Tableau techniques to manipulate and prepare data for analysis.
Perform exploratory data analysis using Tableau and report insights using descriptive statistics and visualizations.
 Identify the benefits of the analytics feature in Tableau by utilizing this tool versus manually calculating the analytics.
"
Essential Design Principles for Tableau,Essential Design Principles for Tableau,"University of California, Davis",1986,4.4,Beginner level,"Examine and improve an ineffective visualization
 Examine and improve an ineffective visualization
 Apply visualization best practices
 Create and design visualizations that work best for the target audience  
"
Linear Algebra: Linear Systems and Matrix Equations,Linear Algebra: Linear Systems and Matrix Equations,Johns Hopkins University,31,4.7,Beginner level,
"Prepare, Clean, Transform, and Load Data using Power BI","Prepare, Clean, Transform, and Load Data using Power BI",Coursera Project Network,543,4.6,Beginner level,"Prepare and Clean Data using Power BI
Transform and Load Data using Power BI
"
